#simple,W12t1c,W12t2c,W12t3c,W12t4c,W12t5c,W12t6c,WC10Mc,WC31Hc,WC32Hc,WC33Hc,WC8Mc,WC9Mc
ko03018; RNA degradation,0.013090042,0.013005529,0.013083608,0.01348604,0.012569875,0.012650669,0.013024568,0.012943225,0.013141562,0.013024451,0.013059772,0.013042756
ko03020; RNA polymerase,0.002131761,0.002148167,0.002257184,0.002384002,0.002322714,0.002149161,0.002193606,0.002169403,0.00215386,0.002188219,0.002134151,0.002176045
ko03022; Basal transcription factors,0.000228253,0.000235073,0.000279251,0.000247678,0.000422453,0.000309609,0.000257536,0.00024399,0.000227828,0.000233821,0.000233923,0.000246937
ko03030; DNA replication,0.006428193,0.006453561,0.006808167,0.007062491,0.007189099,0.006676274,0.006696833,0.006630107,0.006478119,0.006640812,0.006523959,0.006588929
ko03040; Spliceosome,3.79E-05,3.78E-05,3.33E-05,3.15E-05,4.84E-05,4.39E-05,3.51E-05,3.55E-05,3.64E-05,3.38E-05,3.64E-05,3.27E-05
ko03050; Proteasome,0.000316312,0.000287425,0.000237927,0.000232112,0.000143507,0.000242409,0.000228975,0.000249524,0.000288097,0.00026454,0.000271475,0.000258505
ko03060; Protein export,0.006635141,0.006705805,0.006940759,0.00726405,0.007405016,0.006873912,0.006836203,0.006760256,0.006698233,0.006793629,0.006696691,0.006750704
ko03070; Bacterial secretion system,0.014652375,0.015289668,0.01393957,0.01455552,0.013693317,0.014320322,0.014423439,0.01440175,0.014979505,0.01468901,0.01485342,0.014381453
ko03320; PPAR signaling pathway,0.001514928,0.001483569,0.00136608,0.001311671,0.001167343,0.001349483,0.001347177,0.001417198,0.001462585,0.001450582,0.001471507,0.001446982
ko03410; Base excision repair,0.006641909,0.006587238,0.006493715,0.006491757,0.006205041,0.006457235,0.006474168,0.00650678,0.006576391,0.006550432,0.006635724,0.006493199
ko03420; Nucleotide excision repair,0.012032381,0.012097266,0.01268204,0.013034882,0.013193879,0.012345383,0.012306332,0.012164863,0.012105376,0.012224598,0.012165706,0.012159598
ko03430; Mismatch repair,0.011008431,0.011105555,0.012051443,0.012372373,0.013344592,0.011862458,0.01179827,0.011580109,0.011219181,0.01149093,0.011280801,0.011446421
ko03440; Homologous recombination,0.013863739,0.014185544,0.014991688,0.0150754,0.015478843,0.014553375,0.014489047,0.014383013,0.01397542,0.014247675,0.014169119,0.014419676
ko03450; Non-homologous end-joining,0.000481336,0.000455164,0.00033542,0.000316198,0.000237913,0.000376341,0.000382505,0.000413477,0.000447868,0.00043468,0.000462722,0.000422428
ko03460; Fanconi anemia pathway,1.46E-05,1.67E-05,1.47E-05,1.46E-05,1.46E-05,1.52E-05,1.40E-05,1.67E-05,1.36E-05,1.55E-05,1.83E-05,1.67E-05
ko04011; MAPK signaling pathway - yeast,0.000394431,0.000391844,0.000379834,0.000344849,0.000331243,0.000383108,0.00039019,0.000396514,0.000388399,0.000391032,0.000392854,0.000395299
ko04020; Calcium signaling pathway,2.52E-05,2.71E-05,2.44E-05,2.30E-05,1.79E-05,2.26E-05,2.32E-05,2.40E-05,2.56E-05,2.29E-05,2.50E-05,2.81E-05
ko04060; Cytokine-cytokine receptor interaction,4.72E-09,3.17E-10,2.99E-09,2.94E-09,1.07E-09,1.90E-09,2.92E-09,1.30E-09,2.94E-09,1.10E-10,4.19E-09,5.96E-09
ko04064; NF-kappa B signaling pathway,1.72E-06,1.87E-06,1.25E-06,1.21E-06,5.94E-07,1.15E-06,1.15E-06,1.36E-06,1.54E-06,1.40E-06,1.56E-06,1.42E-06
ko04070; Phosphatidylinositol signaling system,0.000644407,0.00063863,0.000598054,0.000608223,0.000498786,0.00057246,0.000609651,0.000620833,0.000635286,0.00061997,0.000631188,0.000628467
ko04080; Neuroactive ligand-receptor interaction,4.22E-06,4.72E-06,3.12E-06,2.75E-06,1.51E-06,2.82E-06,2.45E-06,3.26E-06,3.56E-06,3.06E-06,4.77E-06,4.22E-06
ko04112; Cell cycle - Caulobacter,0.014396877,0.014732111,0.015308683,0.015458314,0.016600179,0.015270375,0.015172732,0.014878273,0.0147604,0.014996297,0.014662409,0.014965707
ko04113; Meiosis - yeast,0.001431147,0.001319986,0.001135393,0.001102667,0.000830853,0.001183125,0.001254628,0.00130697,0.001397355,0.001389393,0.001437338,0.001305656
ko04114; Oocyte meiosis,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04115; p53 signaling pathway,2.19E-05,2.27E-05,1.47E-05,1.47E-05,9.17E-06,1.52E-05,1.74E-05,1.89E-05,2.21E-05,1.91E-05,2.31E-05,2.17E-05
ko04122; Sulfur relay system,0.004931083,0.004934749,0.005043321,0.005079706,0.005350989,0.005234273,0.005044496,0.005076482,0.004977651,0.005039569,0.005006063,0.004995047
ko04141; Protein processing in endoplasmic reticulum,0.000797106,0.000787765,0.000825506,0.000837637,0.000865453,0.00086255,0.000837335,0.000847621,0.000808143,0.000839482,0.000825652,0.000840086
ko04142; Lysosome,0.001063093,0.000951539,0.000971966,0.001105721,0.000798369,0.001016335,0.001126351,0.001100311,0.001129738,0.001067483,0.00112837,0.001032537
ko04144; Endocytosis,1.65E-05,1.70E-05,1.25E-05,1.19E-05,7.26E-06,1.28E-05,1.36E-05,1.45E-05,1.58E-05,1.51E-05,1.53E-05,1.48E-05
ko04145; Phagosome,2.17E-07,4.38E-07,1.56E-07,3.23E-08,6.89E-08,1.40E-07,7.11E-08,1.71E-07,1.54E-07,8.43E-08,4.33E-07,2.88E-07
ko04146; Peroxisome,0.001945783,0.00189734,0.001741013,0.001763575,0.001535182,0.001716389,0.001753103,0.001819254,0.001869435,0.001835489,0.001874398,0.001860853
ko04210; Apoptosis,0.000320484,0.000330202,0.000395012,0.000472832,0.000473364,0.000356175,0.000362248,0.000333517,0.00033296,0.000330331,0.000328562,0.00035809
ko04260; Cardiac muscle contraction,8.86E-05,9.10E-05,7.93E-05,9.64E-05,7.35E-05,7.63E-05,8.17E-05,8.16E-05,8.76E-05,8.36E-05,8.57E-05,8.44E-05
ko04270; Vascular smooth muscle contraction,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04310; Wnt signaling pathway,3.23E-06,3.46E-06,5.49E-06,4.73E-06,4.68E-06,3.67E-06,3.74E-06,3.63E-06,3.50E-06,3.76E-06,3.24E-06,4.52E-06
ko04330; Notch signaling pathway,3.23E-06,3.46E-06,5.49E-06,4.73E-06,4.68E-06,3.67E-06,3.74E-06,3.63E-06,3.50E-06,3.76E-06,3.24E-06,4.52E-06
ko04370; VEGF signaling pathway,1.04E-05,1.08E-05,1.03E-05,1.10E-05,1.23E-05,1.46E-05,1.27E-05,1.33E-05,1.01E-05,1.28E-05,1.30E-05,1.22E-05
ko04510; Focal adhesion,1.26E-05,1.34E-05,1.34E-05,1.04E-05,9.09E-06,1.07E-05,1.08E-05,1.21E-05,1.27E-05,1.09E-05,1.34E-05,1.34E-05
ko04512; ECM-receptor interaction,1.24E-05,1.29E-05,1.33E-05,1.04E-05,9.02E-06,1.06E-05,1.07E-05,1.19E-05,1.26E-05,1.08E-05,1.30E-05,1.31E-05
ko04514; Cell adhesion molecules (CAMs),6.52E-07,1.22E-06,4.63E-07,1.37E-07,2.05E-07,3.97E-07,2.43E-07,4.98E-07,4.64E-07,2.82E-07,1.23E-06,7.88E-07
ko04520; Adherens junction,2.17E-07,4.38E-07,1.56E-07,3.23E-08,6.89E-08,1.40E-07,7.11E-08,1.71E-07,1.54E-07,8.43E-08,4.33E-07,2.88E-07
ko04530; Tight junction,2.17E-07,4.38E-07,1.56E-07,3.23E-08,6.89E-08,1.40E-07,7.11E-08,1.71E-07,1.54E-07,8.43E-08,4.33E-07,2.88E-07
ko04610; Complement and coagulation cascades,3.49E-05,4.22E-05,2.45E-05,2.24E-05,1.61E-05,3.28E-05,2.93E-05,2.97E-05,3.42E-05,3.12E-05,3.90E-05,3.04E-05
ko04612; Antigen processing and presentation,0.000120289,0.000122683,0.000150054,0.000164246,0.000185882,0.000138051,0.000136511,0.000127024,0.00012646,0.000123349,0.000119348,0.000132939
ko04614; Renin-angiotensin system,0.000240006,0.000240405,0.000216092,0.000233941,0.000236133,0.000225075,0.000232582,0.000239184,0.000254588,0.000270539,0.000257204,0.000223143
ko04621; NOD-like receptor signaling pathway,0.00020498,0.000210992,0.000263894,0.000269108,0.000261168,0.000222733,0.000234544,0.000231582,0.000214434,0.000212061,0.000205327,0.000235503
ko04622; RIG-I-like receptor signaling pathway,0.000103167,9.36E-05,9.35E-05,8.11E-05,6.00E-05,8.84E-05,9.80E-05,0.00010218,9.65E-05,9.76E-05,9.87E-05,9.75E-05
ko04626; Plant-pathogen interaction,0.002227798,0.002283949,0.002318177,0.002335649,0.002394393,0.002259283,0.002285397,0.002268626,0.002280854,0.002306775,0.002238642,0.002272223
ko04640; Hematopoietic cell lineage,0.000157001,0.000147874,0.000140215,0.000153248,0.000117324,0.000138833,0.00013959,0.000145921,0.000159221,0.000157086,0.000162959,0.000144759
ko04666; Fc gamma R-mediated phagocytosis,2.54E-05,2.62E-05,2.18E-05,2.19E-05,1.90E-05,2.64E-05,2.54E-05,2.68E-05,2.46E-05,2.67E-05,2.69E-05,2.59E-05
ko04670; Leukocyte transendothelial migration,2.17E-07,4.38E-07,1.56E-07,3.23E-08,6.89E-08,1.40E-07,7.11E-08,1.71E-07,1.54E-07,8.43E-08,4.33E-07,2.88E-07
ko04720; Long-term potentiation,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04721; Synaptic vesicle cycle,3.92E-05,4.29E-05,3.85E-05,3.39E-05,2.89E-05,3.41E-05,3.19E-05,3.30E-05,4.13E-05,3.72E-05,3.77E-05,3.87E-05
ko04722; Neurotrophin signaling pathway,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04723; Retrograde endocannabinoid signaling,0.000224067,0.000244835,0.000180114,0.000151661,0.000117561,0.000200165,0.000192218,0.000196851,0.00021957,0.000206754,0.000244637,0.000198604
ko04724; Glutamatergic synapse,0.000398998,0.000397146,0.000435264,0.000444739,0.00045042,0.000421151,0.000418017,0.000410706,0.000403546,0.000407489,0.000399379,0.000411238
ko04725; Cholinergic synapse,2.94E-05,3.17E-05,2.51E-05,2.19E-05,1.68E-05,2.71E-05,2.37E-05,2.37E-05,3.01E-05,2.57E-05,2.77E-05,2.97E-05
ko04726; Serotonergic synapse,3.75E-05,3.95E-05,2.73E-05,2.50E-05,2.20E-05,3.25E-05,3.22E-05,3.29E-05,3.72E-05,3.48E-05,3.80E-05,3.33E-05
ko04727; GABAergic synapse,0.000510389,0.000504399,0.000536361,0.00053847,0.000520083,0.000515285,0.000513228,0.000509926,0.000519477,0.000512963,0.000508434,0.00051531
ko04728; Dopaminergic synapse,3.65E-05,3.76E-05,2.67E-05,2.44E-05,2.25E-05,3.22E-05,3.23E-05,3.24E-05,3.57E-05,3.40E-05,3.69E-05,3.20E-05
ko04740; Olfactory transduction,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04744; Phototransduction,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko04745; Phototransduction - fly,2.23E-07,4.41E-07,1.59E-07,3.53E-08,7.04E-08,1.44E-07,7.40E-08,1.75E-07,1.58E-07,8.78E-08,4.37E-07,2.92E-07
ko04810; Regulation of actin cytoskeleton,9.11E-07,1.69E-06,6.46E-07,1.95E-07,2.88E-07,5.64E-07,3.35E-07,6.98E-07,6.53E-07,3.98E-07,1.70E-06,1.11E-06
ko04910; Insulin signaling pathway,0.001201491,0.001207468,0.001307563,0.001218427,0.001545201,0.00135884,0.001274354,0.001244251,0.001212548,0.001197284,0.00123573,0.001212744
ko04912; GnRH signaling pathway,1.65E-05,1.70E-05,1.25E-05,1.19E-05,7.26E-06,1.28E-05,1.36E-05,1.45E-05,1.58E-05,1.51E-05,1.53E-05,1.48E-05
ko04914; Progesterone-mediated oocyte maturation,0.000120289,0.000122683,0.000150054,0.000164246,0.000185882,0.000138051,0.000136511,0.000127024,0.00012646,0.000123349,0.000119348,0.000132939
ko04916; Melanogenesis,8.75E-06,9.17E-06,6.63E-06,5.62E-06,3.70E-06,7.03E-06,7.96E-06,8.06E-06,9.91E-06,8.37E-06,8.88E-06,7.71E-06
ko04920; Adipocytokine signaling pathway,0.000691793,0.000666793,0.000594534,0.000621325,0.000499944,0.000593535,0.00060252,0.000638738,0.000665444,0.000662101,0.000671156,0.000652396
ko04930; Type II diabetes mellitus,0.000206839,0.000206534,0.000205739,0.00019968,0.000209601,0.000209138,0.000209122,0.000209517,0.000207676,0.000211259,0.000206879,0.000206923
ko04940; Type I diabetes mellitus,0.000433139,0.000422996,0.000423523,0.000442031,0.000409708,0.000415028,0.000427711,0.000431236,0.000429793,0.000426139,0.000423477,0.000430141
ko04960; Aldosterone-regulated sodium reabsorption,2.83E-05,2.70E-05,3.05E-05,3.14E-05,2.89E-05,2.76E-05,2.95E-05,2.93E-05,2.83E-05,2.88E-05,2.80E-05,2.88E-05
ko04961; Endocrine and other factor-regulated calcium reabsorption,2.93E-05,2.81E-05,3.12E-05,3.21E-05,2.92E-05,2.83E-05,3.02E-05,3.02E-05,2.92E-05,2.95E-05,2.91E-05,2.98E-05
ko04962; Vasopressin-regulated water reabsorption,3.92E-05,4.29E-05,3.85E-05,3.39E-05,2.89E-05,3.41E-05,3.19E-05,3.30E-05,4.13E-05,3.72E-05,3.77E-05,3.87E-05
ko04964; Proximal tubule bicarbonate reclamation,0.000145557,0.000134343,0.000138659,0.000143725,0.000104086,0.000128139,0.00013576,0.000139651,0.000145966,0.000142272,0.000144083,0.000142902
ko04970; Salivary secretion,2.83E-05,2.70E-05,3.05E-05,3.14E-05,2.89E-05,2.76E-05,2.95E-05,2.93E-05,2.83E-05,2.88E-05,2.80E-05,2.88E-05
ko04971; Gastric acid secretion,2.83E-05,2.70E-05,3.05E-05,3.14E-05,2.89E-05,2.76E-05,2.95E-05,2.93E-05,2.83E-05,2.88E-05,2.80E-05,2.88E-05
ko04972; Pancreatic secretion,3.26E-05,3.15E-05,3.36E-05,3.43E-05,3.04E-05,3.05E-05,3.21E-05,3.26E-05,3.19E-05,3.19E-05,3.24E-05,3.29E-05
ko04973; Carbohydrate digestion and absorption,0.000435941,0.000436688,0.000533983,0.000540584,0.000614019,0.000504335,0.000506478,0.000490337,0.000455509,0.000466546,0.000453698,0.00047057
ko04974; Protein digestion and absorption,0.000980009,0.001149174,0.000919567,0.00093853,0.000766077,0.000982898,0.000939084,0.000911697,0.001038573,0.000971537,0.001096295,0.000883697
ko04975; Fat digestion and absorption,1.55E-06,1.17E-06,1.47E-06,3.33E-06,2.26E-06,1.20E-06,1.57E-06,1.35E-06,1.50E-06,1.22E-06,1.43E-06,1.17E-06
ko04976; Bile secretion,0.000143612,0.000130688,0.0001041,0.000101891,7.03E-05,0.000106761,0.000116461,0.000126898,0.000128759,0.000122748,0.000133073,0.000122678
ko04978; Mineral absorption,0.000287785,0.000292783,0.000318528,0.000322622,0.000318015,0.000289339,0.000288078,0.000284528,0.000283795,0.000283972,0.000282806,0.000298811
ko05010; Alzheimers disease,0.000786896,0.000791743,0.000818848,0.000845779,0.000742981,0.00074873,0.00078041,0.000787511,0.000803268,0.00080054,0.000795804,0.000797972
ko05012; Parkinsons disease,0.000153398,0.000155938,0.000145872,0.00016898,0.00014595,0.00014379,0.000155305,0.000151267,0.000154079,0.000149548,0.000155471,0.000150153
ko05014; Amyotrophic lateral sclerosis (ALS),0.000198806,0.000185185,0.000148951,0.000173619,0.000120201,0.000154246,0.000173979,0.000178316,0.000192491,0.000176115,0.000189707,0.00017702
ko05016; Huntingtons disease,0.000364531,0.000374863,0.00033392,0.000355879,0.000289733,0.000329139,0.000343754,0.00034763,0.000366137,0.00034626,0.000364125,0.000357083
ko05020; Prion diseases,4.01E-05,3.88E-05,2.95E-05,2.68E-05,2.30E-05,3.35E-05,3.63E-05,3.71E-05,3.82E-05,3.55E-05,3.78E-05,3.50E-05
ko05030; Cocaine addiction,3.33E-05,3.49E-05,2.42E-05,2.20E-05,2.04E-05,2.96E-05,2.94E-05,2.97E-05,3.30E-05,3.14E-05,3.40E-05,2.94E-05
ko05031; Amphetamine addiction,3.33E-05,3.49E-05,2.42E-05,2.20E-05,2.04E-05,2.96E-05,2.94E-05,2.97E-05,3.30E-05,3.14E-05,3.40E-05,2.94E-05
ko05032; Morphine addiction,0.000101278,9.77E-05,7.76E-05,7.37E-05,5.77E-05,8.07E-05,8.32E-05,9.22E-05,9.93E-05,9.78E-05,9.99E-05,9.32E-05
ko05034; Alcoholism,7.38E-05,8.11E-05,5.19E-05,4.66E-05,3.77E-05,6.45E-05,5.94E-05,6.19E-05,7.20E-05,6.73E-05,7.69E-05,6.26E-05
ko05100; Bacterial invasion of epithelial cells,0.001623059,0.001715023,0.001609394,0.001342869,0.001599808,0.001699296,0.001654869,0.001588906,0.001660081,0.001553289,0.001682635,0.00145056
ko05110; Vibrio cholerae infection,8.00E-05,9.41E-05,6.10E-05,5.38E-05,3.77E-05,6.44E-05,6.34E-05,7.00E-05,8.15E-05,7.30E-05,8.30E-05,7.76E-05
ko05111; Vibrio cholerae pathogenic cycle,0.003134314,0.003278017,0.002767741,0.002679703,0.002192909,0.002722949,0.002797237,0.00285204,0.003067084,0.002931711,0.003029763,0.003028296
ko05120; Epithelial cell signaling in Helicobacter pylori infection,0.002214848,0.002008435,0.003016048,0.006640713,0.005777768,0.002487332,0.002745237,0.002255371,0.002272385,0.002051689,0.00214954,0.002008181
ko05130; Pathogenic Escherichia coli infection,5.95E-05,5.60E-05,4.90E-05,4.41E-05,4.20E-05,5.12E-05,5.54E-05,5.25E-05,5.57E-05,4.93E-05,5.42E-05,5.11E-05
ko05131; Shigellosis,0.000144759,0.000135292,8.39E-05,8.37E-05,5.88E-05,0.000109639,0.000126631,0.000123925,0.0001318,0.000117276,0.000128156,0.000112692
ko05132; Salmonella infection,0.001423962,0.001438398,0.001492292,0.001468508,0.001583857,0.001471451,0.001463322,0.001420781,0.001459657,0.001420049,0.001398812,0.001448703
ko05133; Pertussis,0.003012504,0.003134927,0.002378313,0.002418295,0.001764171,0.00259585,0.002736995,0.002915293,0.002940271,0.002894769,0.002958924,0.002887973
ko05134; Legionellosis,0.002498676,0.002491701,0.002683208,0.002970934,0.002870164,0.002518055,0.002582257,0.002560043,0.002533213,0.002562687,0.002541674,0.002559993
ko05140; Leishmaniasis,1.72E-06,1.87E-06,1.25E-06,1.21E-06,5.94E-07,1.15E-06,1.15E-06,1.36E-06,1.54E-06,1.40E-06,1.56E-06,1.42E-06
ko05142; Chagas disease (American trypanosomiasis),0.000354515,0.000329313,0.000237202,0.000240271,0.000158189,0.000284301,0.000286789,0.000304023,0.000338902,0.000332903,0.000361566,0.000305197
ko05143; African trypanosomiasis,0.000555639,0.000562467,0.000498636,0.000507913,0.000570084,0.00057173,0.000554516,0.000547072,0.000562635,0.000588452,0.000588101,0.000529937
ko05145; Toxoplasmosis,2.16E-05,2.32E-05,1.60E-05,1.47E-05,8.36E-06,1.53E-05,1.79E-05,1.98E-05,2.29E-05,1.93E-05,2.41E-05,2.26E-05
ko05146; Amoebiasis,0.00031178,0.000355807,0.000409133,0.000443885,0.000490984,0.000394836,0.000358994,0.000335327,0.00033162,0.000344709,0.000334757,0.000345542
ko05150; Staphylococcus aureus infection,0.001545964,0.00153079,0.001667419,0.001368179,0.001449543,0.001617371,0.00169665,0.001711199,0.001529991,0.001603722,0.001619387,0.001574072
ko05152; Tuberculosis,0.00192513,0.001887012,0.001844563,0.001866275,0.001818038,0.001834914,0.001863719,0.001880109,0.001907752,0.001874983,0.00189848,0.001885342
ko05160; Hepatitis C,1.44E-07,1.29E-07,1.38E-07,1.19E-07,7.53E-08,1.19E-07,1.50E-07,1.64E-07,1.29E-07,1.36E-07,1.44E-07,1.36E-07
ko05162; Measles,1.44E-07,1.29E-07,1.38E-07,1.19E-07,7.53E-08,1.19E-07,1.50E-07,1.64E-07,1.29E-07,1.36E-07,1.44E-07,1.36E-07
ko05164; Influenza A,4.95E-05,4.99E-05,6.25E-05,4.84E-05,4.18E-05,4.72E-05,4.89E-05,4.98E-05,5.19E-05,4.84E-05,5.25E-05,5.95E-05
ko05168; Herpes simplex infection,1.71E-05,1.85E-05,1.18E-05,1.10E-05,6.51E-06,1.16E-05,1.39E-05,1.55E-05,1.78E-05,1.50E-05,1.83E-05,1.77E-05
ko05169; Epstein-Barr virus infection,1.78E-07,1.88E-07,1.47E-07,1.50E-07,1.05E-07,2.12E-07,2.05E-07,2.25E-07,2.25E-07,2.12E-07,2.74E-07,2.00E-07
ko05200; Pathways in cancer,0.000351659,0.000347781,0.000359118,0.000385642,0.00035797,0.000345308,0.000356819,0.000356278,0.00035148,0.000348995,0.000350695,0.000364181
ko05202; Transcriptional misregulation in cancer,2.52E-06,2.68E-06,2.03E-06,1.87E-06,1.05E-06,1.80E-06,2.23E-06,2.20E-06,2.67E-06,2.47E-06,2.34E-06,2.43E-06
ko05203; Viral carcinogenesis,0.000243714,0.000249855,0.000230708,0.000220911,0.000222852,0.000239835,0.00023506,0.000237088,0.000242658,0.000242782,0.000245912,0.000237191
ko05204; Chemical carcinogenesis,0.000474122,0.000471557,0.000341296,0.000317124,0.000200148,0.000347922,0.000393456,0.000412123,0.000435347,0.000416839,0.000441793,0.000439119
ko05210; Colorectal cancer,1.70E-05,1.84E-05,1.17E-05,1.09E-05,6.44E-06,1.15E-05,1.38E-05,1.53E-05,1.77E-05,1.49E-05,1.81E-05,1.76E-05
ko05211; Renal cell carcinoma,0.000204971,0.000196576,0.000185881,0.000200788,0.000156204,0.000186639,0.000197529,0.000204704,0.000198221,0.000201697,0.000203512,0.000202737
ko05214; Glioma,5.19E-09,3.59E-09,3.08E-09,3.04E-09,1.56E-09,3.39E-09,2.90E-09,3.61E-09,3.95E-09,3.52E-09,4.36E-09,4.05E-09
ko05215; Prostate cancer,0.000123986,0.000124939,0.000152194,0.000167958,0.000187253,0.000140479,0.000139846,0.000130023,0.000129179,0.000126073,0.00012254,0.000135802
ko05219; Bladder cancer,9.50E-05,9.58E-05,8.35E-05,7.98E-05,7.69E-05,9.42E-05,9.23E-05,9.52E-05,9.52E-05,9.44E-05,9.64E-05,8.91E-05
ko05220; Chronic myeloid leukemia,3.23E-06,3.46E-06,5.49E-06,4.73E-06,4.68E-06,3.67E-06,3.74E-06,3.63E-06,3.50E-06,3.76E-06,3.24E-06,4.52E-06
ko05222; Small cell lung cancer,2.32E-05,2.51E-05,1.77E-05,1.59E-05,1.12E-05,1.69E-05,1.90E-05,2.09E-05,2.33E-05,2.02E-05,2.46E-05,2.40E-05
ko05322; Systemic lupus erythematosus,2.67E-05,2.80E-05,2.98E-05,3.61E-05,2.78E-05,2.68E-05,2.80E-05,2.66E-05,2.88E-05,2.96E-05,2.69E-05,2.92E-05
ko05340; Primary immunodeficiency,0.000494914,0.000483494,0.000449997,0.00046708,0.000494714,0.000484235,0.000474789,0.000482877,0.000487087,0.000491197,0.00049978,0.000469111
ko05410; Hypertrophic cardiomyopathy (HCM),2.50E-05,2.68E-05,1.93E-05,1.61E-05,1.27E-05,2.21E-05,2.14E-05,2.38E-05,2.74E-05,2.63E-05,2.91E-05,2.23E-05
ko05412; Arrhythmogenic right ventricular cardiomyopathy (ARVC),8.69E-07,1.65E-06,6.18E-07,1.69E-07,2.74E-07,5.37E-07,3.14E-07,6.70E-07,6.18E-07,3.66E-07,1.66E-06,1.08E-06
ko05414; Dilated cardiomyopathy,8.69E-07,1.65E-06,6.18E-07,1.69E-07,2.74E-07,5.37E-07,3.14E-07,6.70E-07,6.18E-07,3.66E-07,1.66E-06,1.08E-06
ko05416; Viral myocarditis,1.72E-05,1.88E-05,1.18E-05,1.10E-05,6.50E-06,1.16E-05,1.38E-05,1.55E-05,1.78E-05,1.50E-05,1.86E-05,1.79E-05
